Brand,Description,Size,Annual_Demand,PurchasePrice,Holding_Cost,EOQ,ABC_Category,Review_Frequency,Safety_Stock_Level,Inventory_Strategy
2949,Lock Stock & Barrel Rye,750mL,7,70.36,14.072000000000001,22.303401719349676,C,Quarterly,Low,"Simple control, bulk ordering"
2951,Old Bushmills Irish Whiskey,1.75L,282,28.78,5.756,221.34216905651016,A,Weekly,High,"Tight control, frequent replenishment"
2952,Old Bushmills,750mL,593,14.61,2.922,450.4921637455717,A,Weekly,High,"Tight control, frequent replenishment"
2953,Bowmore Mizurana,750mL,3,746.26,149.252,4.483328357671863,B,Monthly,Medium,Moderate control
2954,Highland Park 12 Yr Single,750mL,119,35.87,7.1739999999999995,128.7931586891108,B,Monthly,Medium,Moderate control
2955,Auchentoshan 18 Yr Scotch,750mL,6,93.52,18.704,17.91052755877682,C,Quarterly,Low,"Simple control, bulk ordering"
2956,Vat 69 Gold,1.75L,758,10.71,2.1420000000000003,594.8738381259071,A,Weekly,High,"Tight control, frequent replenishment"
2957,Glenfarclas 12-Yr Scotch,750mL,200,25.89,5.178000000000001,196.53231723767556,B,Monthly,Medium,Moderate control
2958,Dalwhinnie 15-Yr Single Mal,750mL,201,40.73,8.145999999999999,157.08178431290688,A,Weekly,High,"Tight control, frequent replenishment"
2960,The Macallan Fine Oak 15 Yr,750mL,98,69.34,13.868000000000002,84.06323934292607,A,Weekly,High,"Tight control, frequent replenishment"
2965,Ardbeg 10 Yr Single Malt Sc,750mL,234,34.64,6.928000000000001,183.78242985728917,A,Weekly,High,"Tight control, frequent replenishment"
2967,Glenfiddich Solera 15-Yr RS,750mL,157,40.73,8.145999999999999,138.8281777995435,A,Weekly,High,"Tight control, frequent replenishment"
2969,Laphroaig 32 Yr Old Scotch,750mL,1,875.91,175.18200000000002,2.389215149644998,C,Quarterly,Low,"Simple control, bulk ordering"
2973,Eagle Rare Single Barrel Bo,750mL,743,19.85,3.9700000000000006,432.61258926775014,A,Weekly,High,"Tight control, frequent replenishment"
2974,Sazerac 6 Yr Straight Rye,750mL,1,21.73,4.346,15.168936699355278,C,Quarterly,Low,"Simple control, bulk ordering"
2975,Bird Dog Blackberry Whiskey,750mL,458,11.32,2.2640000000000002,449.7741875519157,B,Monthly,Medium,Moderate control
2976,Islay Mist 8 Yr Old Scotch,750mL,7,11.59,2.318,54.9531135942402,C,Quarterly,Low,"Simple control, bulk ordering"
2979,Bowmore 12-Yr Scotch,750mL,81,35.43,7.086,106.91581120610478,B,Monthly,Medium,Moderate control
2982,Highland Park Dark Origins,750mL,36,52.23,10.446,58.70515507708781,B,Monthly,Medium,Moderate control
2985,Gibsons 12YO Gold Canadian W,750mL,23,15.1,3.02,87.26908982987676,C,Quarterly,Low,"Simple control, bulk ordering"
2986,Hibiki Harmony Japan Whiskey,750mL,147,51.96,10.392000000000001,118.93484155535234,A,Weekly,High,"Tight control, frequent replenishment"
2988,Sauza 901 Silver Tequila,750mL,92,18.51,3.7020000000000004,157.6433685841651,C,Quarterly,Low,"Simple control, bulk ordering"
2989,The Macallan 18 Yr Old,750mL,58,192.59,38.518,38.804503617653886,A,Weekly,High,"Tight control, frequent replenishment"
2990,Bulldog Gin,750mL,36,15.99,3.1980000000000004,106.0991783534611,C,Quarterly,Low,"Simple control, bulk ordering"
2991,Tullibardine Single Malt,750mL,34,36.49,7.298000000000001,68.25548060815447,C,Quarterly,Low,"Simple control, bulk ordering"
2992,Hudson Baby Bourbon Whiskey,750mL,120,35.96,7.192,129.17122661105557,B,Monthly,Medium,Moderate control
2994,Hudson Manhattan Rye,750mL,71,35.96,7.192,99.35834181883152,B,Monthly,Medium,Moderate control
2995,Jim Beam Maple,1.75L,2,17.51,3.5020000000000007,23.89774523461756,C,Quarterly,Low,"Simple control, bulk ordering"
2997,Yamazaki 12 Yr Japanese,750mL,24,63.23,12.646,43.564128672275054,C,Quarterly,Low,"Simple control, bulk ordering"
3008,Pinnacle Red Liquorice,1.75L,11,11.31,2.262,69.73487749193518,C,Quarterly,Low,"Simple control, bulk ordering"
3009,Barr Hill Vodka,750mL,8,43.99,8.798,30.15456130718878,C,Quarterly,Low,"Simple control, bulk ordering"
3012,Pinnacle Vodka,50mL,4685,0.74,0.148,5626.31366041793,B,Monthly,Medium,Moderate control
3016,Bombay Sapphire East Gin,750mL,386,14.59,2.918,363.7064547067309,A,Weekly,High,"Tight control, frequent replenishment"
3020,Pinnacle Blueberry Vodka,750mL,365,7.99,1.598,477.9231247192657,B,Monthly,Medium,Moderate control
3025,Ciroc Snap Frost Vodka,375mL,1223,9.29,1.8579999999999999,811.3166218719585,A,Weekly,High,"Tight control, frequent replenishment"
3038,Zhenka Raspberry Vodka,1.75L,1545,7.13,1.4260000000000002,1040.8891441352828,A,Weekly,High,"Tight control, frequent replenishment"
3039,Stoli Salted Karamel,750mL,257,13.38,2.676,309.901377822177,B,Monthly,Medium,Moderate control
3040,Tito's Handmade Vodka,Liter,1940,16.54,3.308,765.8048535760141,A,Weekly,High,"Tight control, frequent replenishment"
3041,Zhenka Pink Lemonade Vodka,1.75L,895,5.83,1.1660000000000001,876.1172724747782,A,Weekly,High,"Tight control, frequent replenishment"
3042,Ciroc Red Berry Vodka,375mL,1038,8.63,1.7260000000000002,775.493712586941,A,Weekly,High,"Tight control, frequent replenishment"
3045,Pinnacle Salted Caramel,750mL,685,7.8,1.56,662.6481450231065,B,Monthly,Medium,Moderate control
3046,Ciroc Peach Vodka,1.75L,42,35.81,7.162000000000001,76.57861137178833,C,Quarterly,Low,"Simple control, bulk ordering"
3050,Bowman Vodka,1.75L,2185,6.51,1.302,1295.4487268872726,A,Weekly,High,"Tight control, frequent replenishment"
3054,Smirnoff Kissed Caramel,750mL,729,8.14,1.6280000000000001,669.1701560804231,A,Weekly,High,"Tight control, frequent replenishment"
3058,Three Olives Vodka,50mL,66,0.71,0.142,681.7541583256873,C,Quarterly,Low,"Simple control, bulk ordering"
3061,Absolut Grapevine Vodka,750mL,88,11.32,2.2640000000000002,197.15287964047096,C,Quarterly,Low,"Simple control, bulk ordering"
3062,Russian Standard Platinum,750mL,174,15.62,3.124,236.0038628994388,B,Monthly,Medium,Moderate control
3065,Three Olives Grape Vodka,50mL,81,0.71,0.142,755.2632224670202,C,Quarterly,Low,"Simple control, bulk ordering"
3070,Peligroso Reposado Tequila,750mL,30,16.53,3.3060000000000005,95.25969852639354,C,Quarterly,Low,"Simple control, bulk ordering"
3072,Ciroc Peach Vodka,750mL,451,18.24,3.6479999999999997,351.60970686958046,A,Weekly,High,"Tight control, frequent replenishment"
3079,Devils Spring Vodka,750mL,213,10.21,2.0420000000000003,322.96981358900393,B,Monthly,Medium,Moderate control
3084,Patron Silver Tequila,200mL,6,11.27,2.254,51.59393703675823,C,Quarterly,Low,"Simple control, bulk ordering"
3085,Absolut Mini Bar 5/50mls,50mL 5 Pk,1783,4.72,0.944,1374.325720650195,A,Weekly,High,"Tight control, frequent replenishment"
3086,Ciroc Coconut Vodka,1.75L,76,35.03,7.006,104.15298701688285,B,Monthly,Medium,Moderate control
3089,Evan Williams Honey Reserve,750mL,1155,7.63,1.526,869.9889274841112,A,Weekly,High,"Tight control, frequent replenishment"
3092,Stolichnaya 100* Vodka,750mL,2,13.38,2.676,27.338327590690405,C,Quarterly,Low,"Simple control, bulk ordering"
3096,Three Olives Loopy Vodka,50mL,9,0.72,0.144,250.00000000000003,C,Quarterly,Low,"Simple control, bulk ordering"
3100,Ciroc Red Berry Vodka,1.75L,62,34.28,6.856000000000001,95.09560380117676,B,Monthly,Medium,Moderate control
3102,Smirnoff Traveler,1.75L,6657,12.94,2.588,1603.825604228521,A,Weekly,High,"Tight control, frequent replenishment"
3104,Smirnoff Whipped Cream,750mL,458,8.72,1.7440000000000002,512.4594412234811,B,Monthly,Medium,Moderate control
3107,Don Julio 70th Anniversary,750mL,102,47.47,9.494,103.65147154886314,B,Monthly,Medium,Moderate control
3120,Absolut Cilantro,750mL,12,10.94,2.188,74.05714479169687,C,Quarterly,Low,"Simple control, bulk ordering"
3121,Pinnacle Rainbow Sherbet,750mL,112,6.93,1.3860000000000001,284.26762180748057,C,Quarterly,Low,"Simple control, bulk ordering"
3123,Booths London Dry Gin,1.75L,563,10.94,2.188,507.25990799549476,A,Weekly,High,"Tight control, frequent replenishment"
3125,Pinnacle Strawbery Shortcake,750mL,120,7.03,1.4060000000000001,292.14466690517895,C,Quarterly,Low,"Simple control, bulk ordering"
3131,Pinnacle Key Lime Whipped,750mL,5,9.28,1.8559999999999999,51.90342490858748,C,Quarterly,Low,"Simple control, bulk ordering"
3133,Svedka Strwbry Lemonad Vodka,750mL,924,8.79,1.758,724.9808753509112,A,Weekly,High,"Tight control, frequent replenishment"
3137,Three Olives Blueberry Vodka,50mL,1697,0.76,0.15200000000000002,3341.3281317779197,C,Quarterly,Low,"Simple control, bulk ordering"
3138,Svedka 100 Vodka,750mL,108,9.29,1.8579999999999999,241.09545474613682,C,Quarterly,Low,"Simple control, bulk ordering"
3139,Grey Goose Le Melon,750mL,252,17.64,3.5280000000000005,267.2612419124244,B,Monthly,Medium,Moderate control
3147,Stolichnaya Chocolat Kokonut,50mL,358,0.71,0.142,1587.80564319547,C,Quarterly,Low,"Simple control, bulk ordering"
3150,Svedka Mango Pineapple Vodka,750mL,885,8.65,1.7300000000000002,715.2347122739628,A,Weekly,High,"Tight control, frequent replenishment"
3152,Three Olives Jacked Apple,750mL,15,7.91,1.582,97.37386083392283,C,Quarterly,Low,"Simple control, bulk ordering"
3153,Rye Harbor Vodka,750mL,117,13.23,2.6460000000000004,210.28002062685349,C,Quarterly,Low,"Simple control, bulk ordering"
3154,New Amsterdam Peach Vodka,750mL,848,7.8,1.56,737.2853881569495,A,Weekly,High,"Tight control, frequent replenishment"
3158,Pinnacle Tropical Punch,1.75L,869,12.77,2.5540000000000003,583.3100267559415,A,Weekly,High,"Tight control, frequent replenishment"
3159,Sobieski Vodka,750mL,84,5.59,1.118,274.10612572035666,C,Quarterly,Low,"Simple control, bulk ordering"
3161,New Amsterdam Red Berry,750mL,780,6.66,1.332,765.2356405615106,A,Weekly,High,"Tight control, frequent replenishment"
3162,Burnett's Peach Vodka,50mL,2049,0.76,0.15200000000000002,3671.5477877721723,C,Quarterly,Low,"Simple control, bulk ordering"
3163,Three Olives Dude Vodka,750mL,17,8.82,1.7640000000000002,98.16918156232525,C,Quarterly,Low,"Simple control, bulk ordering"
3168,Belvedere UF Intense Vodka,750mL,129,18.97,3.794,184.3937479858177,B,Monthly,Medium,Moderate control
3170,Pinnacle Orange Whipped,750mL,4,7.03,1.4060000000000001,53.3380747062665,C,Quarterly,Low,"Simple control, bulk ordering"
3172,Skyy Infusions Blood Orange,750mL,267,10.31,2.0620000000000003,359.84154288308775,B,Monthly,Medium,Moderate control
3174,Cold River Vodka,750mL,162,21.73,4.346,193.06904406306487,B,Monthly,Medium,Moderate control
3176,Smugglers Notch Vodka,750mL,103,20.89,4.178,157.01255998276326,B,Monthly,Medium,Moderate control
3180,New Amsterdam Vodka,1.75L,6340,10.94,2.188,1702.2406998910674,A,Weekly,High,"Tight control, frequent replenishment"
3183,Jose Cuervo Tradicional Slvr,750mL,211,13.7,2.74,277.50189057026796,B,Monthly,Medium,Moderate control
3185,Grey Goose L'Orange Vodka,1.75L,36,35.33,7.066,71.37800968129355,C,Quarterly,Low,"Simple control, bulk ordering"
3186,Smirnoff Mango Vodka,750mL,18,9.99,1.9980000000000002,94.91579957524989,C,Quarterly,Low,"Simple control, bulk ordering"
3187,Three Olives Cake Vodka,750mL,12,8.72,1.7440000000000002,82.95018954139965,C,Quarterly,Low,"Simple control, bulk ordering"
3189,Skyy Infusions Dragon Fruit,750mL,165,10.15,2.0300000000000002,285.09785719527935,C,Quarterly,Low,"Simple control, bulk ordering"
3193,Absolut Wild Tea,750mL,23,11.15,2.23,101.55737957081938,C,Quarterly,Low,"Simple control, bulk ordering"
3194,Grey Goose Cherry Noir Vodka,750mL,433,18.31,3.662,343.86246980892116,A,Weekly,High,"Tight control, frequent replenishment"
3196,Absolut Orient Apple Vodka,750mL,1,14.81,2.962,18.374159114365668,C,Quarterly,Low,"Simple control, bulk ordering"
3197,Pinnacle Vodka 100 Proof,1.75L,390,15.32,3.064,356.7696670125714,A,Weekly,High,"Tight control, frequent replenishment"
3199,Grey Goose La Poire Vodka,1.75L,38,34.3,6.859999999999999,74.42686746453253,C,Quarterly,Low,"Simple control, bulk ordering"
3201,Plymouth Gin,750mL,216,21.96,4.392,221.76638128637182,B,Monthly,Medium,Moderate control
3203,Magellan Gin,750mL,12,19.4,3.88,55.61279983200486,C,Quarterly,Low,"Simple control, bulk ordering"
3204,Twenty 2 Vodka,750mL,71,15.71,3.1420000000000003,150.32322484801819,C,Quarterly,Low,"Simple control, bulk ordering"
3209,Hammer & Sickle Vodka,750mL,437,14.07,2.814,394.07480736836817,A,Weekly,High,"Tight control, frequent replenishment"
3216,Fleischmanns X Dry Gin,1.75L,922,7.68,1.536,774.7647492411271,A,Weekly,High,"Tight control, frequent replenishment"
3218,Firefly Sweet Tea Vodka,750mL,244,10.23,2.0460000000000003,345.3361941630539,B,Monthly,Medium,Moderate control
3219,Svedka Grapefruit Jalapeno,50mL,905,0.74,0.148,2472.825279890366,C,Quarterly,Low,"Simple control, bulk ordering"
3220,Svedka Clementine Vodka,1.75L,430,14.72,2.9440000000000004,382.17768460324265,A,Weekly,High,"Tight control, frequent replenishment"
3221,Pinnacle Raspberry Vodka,750mL,564,7.93,1.586,596.3317881123232,B,Monthly,Medium,Moderate control
3227,Taaka Gin,1.75L,1363,6.86,1.372,996.7147200860192,A,Weekly,High,"Tight control, frequent replenishment"
3230,Svedka Grapefruit Jalapeno,750mL,116,7.08,1.4160000000000001,286.2182802596687,C,Quarterly,Low,"Simple control, bulk ordering"
3231,Pinnacle Tropical Punch Vdka,750mL,353,7.74,1.548,477.5313347944764,B,Monthly,Medium,Moderate control
3233,Belvedere Wild Berry,750mL,74,16.66,3.3320000000000003,149.0264525291445,C,Quarterly,Low,"Simple control, bulk ordering"
3234,Hendrick's Gin,1.75L,307,45.92,9.184000000000001,182.8324378999308,A,Weekly,High,"Tight control, frequent replenishment"
3235,Absolut Berri Acai,750mL,181,12.4,2.4800000000000004,270.15527195992667,B,Monthly,Medium,Moderate control
3236,Pinnacle Pecan Pie,750mL,63,6.78,1.356,215.54622935962124,C,Quarterly,Low,"Simple control, bulk ordering"
3237,Firefly Sweet Tea Vodka,1.75L,178,18.17,3.6340000000000003,221.3184090735035,B,Monthly,Medium,Moderate control
3238,Hendrick's Gin,750mL,1312,22.83,4.566,536.0421790269997,A,Weekly,High,"Tight control, frequent replenishment"
3239,Seagram's Red Berry Vodka,750mL,46,7.8,1.56,171.7183143615715,C,Quarterly,Low,"Simple control, bulk ordering"
3243,Burnetts Vodka,1.75L,4307,8.26,1.6520000000000001,1614.6649364939021,A,Weekly,High,"Tight control, frequent replenishment"
3244,Burnetts Vodka,750mL,1329,4.32,0.8640000000000001,1240.2396721781013,A,Weekly,High,"Tight control, frequent replenishment"
3246,Bentley's Vodka,1.75L,5403,6.71,1.342,2006.5095257436853,A,Weekly,High,"Tight control, frequent replenishment"
3250,Pinnacle Cake Vodka,750mL,7,7.41,1.4820000000000002,68.7266093198987,C,Quarterly,Low,"Simple control, bulk ordering"
3253,Gilbeys London Dry,1.75L,3133,9.08,1.816,1313.4764041722183,A,Weekly,High,"Tight control, frequent replenishment"
3257,Gilbeys London Dry Trav,750mL,903,4.5,0.9,1001.6652800877813,B,Monthly,Medium,Moderate control
3268,Pinnacle CranApple Vodka,750mL,342,7.63,1.526,473.4082109628828,B,Monthly,Medium,Moderate control
3272,Sobieski Vodka,1.75L,952,13.23,2.6460000000000004,599.8236072282915,A,Weekly,High,"Tight control, frequent replenishment"
3276,Gordons London Dry,1.75L,3090,9.62,1.924,1267.2920365997359,A,Weekly,High,"Tight control, frequent replenishment"
3278,Gordons London Dry,750mL,1095,5.79,1.1580000000000001,972.4175311676973,A,Weekly,High,"Tight control, frequent replenishment"
3279,Double Cross Vodka,750mL,57,22.21,4.442,113.27867244851271,C,Quarterly,Low,"Simple control, bulk ordering"
3282,Skyy Watermelon Fresca Vodka,50mL,1717,0.79,0.15800000000000003,3296.5267491095738,C,Quarterly,Low,"Simple control, bulk ordering"
3286,Ciroc Snap Frost Vodka,1.75L,121,36.08,7.216,129.49244257070305,B,Monthly,Medium,Moderate control
3288,Svedka Strwbry Lemonad Vodka,1.75L,122,16.66,3.3320000000000003,191.34953843253277,B,Monthly,Medium,Moderate control
3292,GlenDronach 1995,750mL,5,135.99,27.198000000000004,13.558652102686295,C,Quarterly,Low,"Simple control, bulk ordering"
3294,Leaf Vodka Alaskian Glacial,750mL,124,12.31,2.462,224.42271823094046,C,Quarterly,Low,"Simple control, bulk ordering"
3295,Tito's Handmade Vodka,375mL,1642,7.93,1.586,1017.5013284225923,A,Weekly,High,"Tight control, frequent replenishment"
3296,Belvedere Pink Grapefruit,750mL,70,15.99,3.1980000000000004,147.9482356274173,C,Quarterly,Low,"Simple control, bulk ordering"
3300,Smirnoff Sorbet Mango/Pasion,50mL,2932,0.71,0.142,4543.994643916701,B,Monthly,Medium,Moderate control
3301,Triple Crown Blended Whiskey,750mL,12,12.11,2.422,70.3887987485585,C,Quarterly,Low,"Simple control, bulk ordering"
3305,Canada House Canadian Whisky,1.75L,465,8.65,1.7300000000000002,518.4458767968263,B,Monthly,Medium,Moderate control
3306,Hammer & Sickle Vodka,1.75L,48,20.86,4.172,107.26263678578712,C,Quarterly,Low,"Simple control, bulk ordering"
3310,Pinnacle Vodka,375mL,2781,4.34,0.868,1789.9488961116303,A,Weekly,High,"Tight control, frequent replenishment"
3314,El Jimador Blanco Tequila,1.75L,202,19.28,3.8560000000000003,228.8796454824731,B,Monthly,Medium,Moderate control
3315,Smirnoff Sorbet Rasp/Pomegra,50mL,4409,0.74,0.148,5458.071137365337,B,Monthly,Medium,Moderate control
3316,Ciroc Peach Vodka,375mL,1196,8.88,1.7760000000000002,820.623801399535,A,Weekly,High,"Tight control, frequent replenishment"
3320,Rosita Tequila Wh,Liter,301,6.64,1.328,476.08468417501535,B,Monthly,Medium,Moderate control
3321,Rosita Tequila Gold,Liter,179,6.93,1.3860000000000001,359.3725492419101,C,Quarterly,Low,"Simple control, bulk ordering"
3324,Milagro Silver Select Barrel,750mL,47,37.31,7.462000000000001,79.36359032523148,C,Quarterly,Low,"Simple control, bulk ordering"
3325,Pinnacle Caramel Apple Vodka,750mL,346,7.4,1.4800000000000002,483.51192724045984,B,Monthly,Medium,Moderate control
3326,Jenkins Gin,1.75L,1305,7.36,1.4720000000000002,941.5672642161462,A,Weekly,High,"Tight control, frequent replenishment"
3329,Seagrams Extra Smooth Vodka,1.75L,606,10.84,2.168,528.696789476683,A,Weekly,High,"Tight control, frequent replenishment"
3335,Tanqueray Sterling Vodka,750mL,514,8.14,1.6280000000000001,561.8939541628969,B,Monthly,Medium,Moderate control
3343,Bombay Sapphire Gin,375mL,522,9.46,1.8920000000000003,525.2604307241947,B,Monthly,Medium,Moderate control
3344,Bombay Sapphire Gin,750mL,1700,14.49,2.898,765.9056444345306,A,Weekly,High,"Tight control, frequent replenishment"
3345,Bombay Sapphire Gin,50mL,1441,1.54,0.30800000000000005,2163.0005613895314,B,Monthly,Medium,Moderate control
3347,Milagro Silver Tequila,1.75L,270,28.56,5.712,217.41413836966817,A,Weekly,High,"Tight control, frequent replenishment"
3348,Bombay Sapphire Gin,1.75L,2212,22.38,4.476,702.9873698584622,A,Weekly,High,"Tight control, frequent replenishment"
3349,Russian Standard Vodka,50mL,2234,0.71,0.142,3966.408245024355,C,Quarterly,Low,"Simple control, bulk ordering"
3350,Ice Fox Vodka,750mL,34,12.3,2.4600000000000004,117.56333702044235,C,Quarterly,Low,"Simple control, bulk ordering"
3351,Pinnacle Whipped Vodka,1.75L,1504,13.27,2.654,752.7893370548106,A,Weekly,High,"Tight control, frequent replenishment"
3352,Ciroc Coconut Vodka,750mL,359,18.79,3.758,309.0785288365393,A,Weekly,High,"Tight control, frequent replenishment"
3354,Ketel One Vodka,375mL,500,10.71,2.1420000000000003,483.14252971037365,B,Monthly,Medium,Moderate control
3355,Truuli Peak Vodka,750mL,7,18.79,3.758,43.158926327781806,C,Quarterly,Low,"Simple control, bulk ordering"
3356,Svedka Vodka,375mL,2143,4.47,0.894,1548.2544114566824,A,Weekly,High,"Tight control, frequent replenishment"
3361,Pinnacle Double Espresso,750mL,8,9.84,1.968,63.757671306333826,C,Quarterly,Low,"Simple control, bulk ordering"
3362,Poland Spring Gin,Liter,455,4.47,0.894,713.4062978845208,B,Monthly,Medium,Moderate control
3363,Lunazul Reposado Tequila,750mL,161,9.69,1.938,288.227922653786,B,Monthly,Medium,Moderate control
3364,Absolut Ruby Red,1.75L,616,17.85,3.5700000000000003,415.39020162714854,A,Weekly,High,"Tight control, frequent replenishment"
3365,Russian Standard Vodka,1.75L,99,18.65,3.73,162.91579100807118,C,Quarterly,Low,"Simple control, bulk ordering"
3366,Tanqueray Rangpur Gin,1.75L,371,24.45,4.890000000000001,275.44349811603234,A,Weekly,High,"Tight control, frequent replenishment"
3367,Pinnacle Pomegranate Vodka,750mL,436,7.57,1.5140000000000002,536.636621874236,B,Monthly,Medium,Moderate control
3368,Pinnacle Grape Vodka,1.75L,536,12.22,2.4440000000000004,468.30823427666274,A,Weekly,High,"Tight control, frequent replenishment"
3371,Skyy Infusions Georgia Peach,50mL,15,0.71,0.142,325.01354251307964,C,Quarterly,Low,"Simple control, bulk ordering"
3373,Svedka Citron Vodka,1.75L,364,13.86,2.7720000000000002,362.3715376697393,B,Monthly,Medium,Moderate control
3376,Tommy Guns Vodka,750mL,114,31.99,6.398,133.4843367077041,B,Monthly,Medium,Moderate control
3377,Tanqueray Rangpur Gin,750mL,102,18.25,3.6500000000000004,167.168195179143,B,Monthly,Medium,Moderate control
3385,Pinnacle Strawbry Kiwi Vodka,1.75L,514,12.97,2.5940000000000003,445.13995096428636,A,Weekly,High,"Tight control, frequent replenishment"
3388,Seagrams Extra Dry Gin,750mL,473,6.97,1.3940000000000001,582.5043641809162,B,Monthly,Medium,Moderate control
3389,Seagrams Extra Dry Gin,1.75L,999,12.49,2.498,632.39223267586,A,Weekly,High,"Tight control, frequent replenishment"
3390,Cold River Blueberry Vodka,750mL,164,22.55,4.510000000000001,190.69251784911845,B,Monthly,Medium,Moderate control
3395,Jeremiah Weed Sweet Tea Vdka,750mL,97,10.15,2.0300000000000002,218.59380419290727,C,Quarterly,Low,"Simple control, bulk ordering"
3396,Smirnoff Vanilla Vodka,1.75L,507,13.73,2.7460000000000004,429.68848283341214,A,Weekly,High,"Tight control, frequent replenishment"
3397,Ciroc Red Berry Vodka,750mL,619,18.24,3.6479999999999997,411.92477170456704,A,Weekly,High,"Tight control, frequent replenishment"
3402,Pinnacle Vanilla,750mL,8,10.31,2.0620000000000003,62.28746598642996,C,Quarterly,Low,"Simple control, bulk ordering"
3404,Skinnygirl Vodka,750mL,109,13.33,2.6660000000000004,202.2009428893108,C,Quarterly,Low,"Simple control, bulk ordering"
3405,Tito's Handmade Vodka,1.75L,9203,23.19,4.638000000000001,1408.6378019539213,A,Weekly,High,"Tight control, frequent replenishment"
3406,Skinnygirl Tangerine Vodka,750mL,45,10.78,2.156,144.47139909926616,C,Quarterly,Low,"Simple control, bulk ordering"
3408,Ketel One Oranje,750mL,37,15.62,3.124,108.829178131621,C,Quarterly,Low,"Simple control, bulk ordering"
3409,Crystal Head Vodka,750mL,92,32.14,6.428000000000001,119.63437350093844,B,Monthly,Medium,Moderate control
3410,American Harvest Organic,750mL,367,12.31,2.462,386.0904041315577,B,Monthly,Medium,Moderate control
3412,Skyy Infusions Pineapple,750mL,141,9.28,1.8559999999999999,275.6262461853132,C,Quarterly,Low,"Simple control, bulk ordering"
3416,Danziger Gold Vodka,750mL,31,10.78,2.156,119.91029423778824,C,Quarterly,Low,"Simple control, bulk ordering"
3420,New Amsterdam Coconut Vodka,750mL,620,7.93,1.586,625.2363991763284,B,Monthly,Medium,Moderate control
3422,Beefeater,750mL,399,15.99,3.1980000000000004,353.2215712892051,A,Weekly,High,"Tight control, frequent replenishment"
3423,Beefeater,1.75L,3048,21.25,4.25,846.8627223985216,A,Weekly,High,"Tight control, frequent replenishment"
3424,Peligroso Cinnamon Tequila,750mL,10,11.59,2.318,65.68153353983867,C,Quarterly,Low,"Simple control, bulk ordering"
3425,Olmeca Altos Plata Tequila,750mL,227,15.55,3.1100000000000003,270.1672698491607,B,Monthly,Medium,Moderate control
3427,Stolichnaya Blueberi,1.75L,528,17.85,3.5700000000000003,384.57659791498696,A,Weekly,High,"Tight control, frequent replenishment"
3432,Capri Natura Limoncello,750mL,6,13.04,2.608,47.96471095433095,C,Quarterly,Low,"Simple control, bulk ordering"
3436,Bombay Dry Gin,1.75L,1138,18.79,3.758,550.2914221406079,A,Weekly,High,"Tight control, frequent replenishment"
3437,Bombay Dry Gin,750mL,309,13.84,2.7680000000000002,334.11517172507837,B,Monthly,Medium,Moderate control
3439,Broker's London Dry Gin,750mL,66,13.48,2.696,156.46313356881265,C,Quarterly,Low,"Simple control, bulk ordering"
3440,VanGogh Acai Blueberry Vodka,750mL,5,22.39,4.478000000000001,33.4151148026693,C,Quarterly,Low,"Simple control, bulk ordering"
3441,One Roq RSV Vodka,750mL,3,18.04,3.608,28.83549180407972,C,Quarterly,Low,"Simple control, bulk ordering"
3444,Hornitos Plata Tequila,1.75L,448,29.13,5.8260000000000005,277.3024884481813,A,Weekly,High,"Tight control, frequent replenishment"
3449,Van Gogh Pomegranate Vodka,750mL,1,22.21,4.442,15.004126702342758,C,Quarterly,Low,"Simple control, bulk ordering"
3452,Vanya Light Vodka,1.75L,1897,5.55,1.11,1307.2907132726862,A,Weekly,High,"Tight control, frequent replenishment"
3456,Tanqueray Sterling Vodka,1.75L,964,13.27,2.654,602.6817736345514,A,Weekly,High,"Tight control, frequent replenishment"
3457,Olmeca Altos Plata Tequila,1.75L,137,22.38,4.476,174.9505228155169,B,Monthly,Medium,Moderate control
3458,Ciroc Amaretto Vodka,750mL,333,15.14,3.0280000000000005,331.62264687554097,B,Monthly,Medium,Moderate control
3460,Corzo Anejo Tequila,750mL,34,41.04,8.208,64.36070381010275,C,Quarterly,Low,"Simple control, bulk ordering"
3461,Corzo Silver Tequila,750mL,2,39.99,7.998000000000001,15.813365095036135,C,Quarterly,Low,"Simple control, bulk ordering"
3462,Absolut Ruby Red,750mL,344,13.07,2.6140000000000003,362.76587748418495,B,Monthly,Medium,Moderate control
3464,UV Blue Raspberry Vodka,1.75L,570,10.06,2.012,532.2595220446103,A,Weekly,High,"Tight control, frequent replenishment"
3467,El Jimador Reposado Tequila,750mL,10,13.66,2.732,60.50059593380494,C,Quarterly,Low,"Simple control, bulk ordering"
3472,Cazadores Blanco Tequila,750mL,153,11.1,2.22,262.52413016505534,B,Monthly,Medium,Moderate control
3475,Cazadores Anejo Tequila,750mL,2,22.38,4.476,21.138295214503792,C,Quarterly,Low,"Simple control, bulk ordering"
3476,Reyka Vodka,750mL,229,15.5,3.1,271.79214069199185,B,Monthly,Medium,Moderate control
3481,Citadelle Gin,750mL,79,16.29,3.258,155.71770904745657,C,Quarterly,Low,"Simple control, bulk ordering"
3483,Kru 82 Vodka,750mL,41,10.21,2.0420000000000003,141.69811062381342,C,Quarterly,Low,"Simple control, bulk ordering"
3485,Luksusowa Potato Vodka,1.75L,1680,15.03,3.0060000000000002,747.5842665070888,A,Weekly,High,"Tight control, frequent replenishment"
3486,Tanqueray,375mL,496,9.84,1.968,502.0284058947295,B,Monthly,Medium,Moderate control
